date,Southern (copies/mL),Northern (copies/mL),Southern 7 day avg,Northern 7 day avg,Southern Low Confidence Interval,Southern High Confidence Interval,Northern Low Confidence Interval,Northern High Confidence Interval
2021-09-26,356.0,218.0,200.0,251.0,112.0,164.0,69.0,101.0
2021-09-27,437.0,307.0,211.0,250.0,138.0,202.0,97.0,142.0
2021-09-28,275.0,270.0,228.0,252.0,87.0,127.0,85.0,125.0
2021-09-29,196.0,272.0,224.0,264.0,62.0,90.0,86.0,126.0
2021-09-30,296.0,477.0,258.0,296.0,94.0,137.0,151.0,220.0
2021-10-01,209.0,335.0,276.0,321.0,66.0,96.0,106.0,155.0
2021-10-02,429.0,366.0,301.0,312.0,136.0,198.0,116.0,169.0
2021-10-03,570.0,381.0,322.0,338.0,180.0,263.0,120.0,176.0
2021-10-04,417.0,324.0,320.0,341.0,132.0,193.0,103.0,150.0
2021-10-05,396.0,377.0,337.0,357.0,125.0,183.0,119.0,174.0
2021-10-06,677.0,184.0,402.0,338.0,214.0,313.0,58.0,85.0
2021-10-07,233.0,260.0,388.0,310.0,74.0,108.0,82.0,120.0
2021-10-08,528.0,415.0,443.0,319.0,167.0,244.0,131.0,192.0
2021-10-09,331.0,306.0,427.0,311.0,105.0,153.0,97.0,141.0
2021-10-10,335.0,381.0,396.0,311.0,106.0,155.0,121.0,176.0
2021-10-11,423.0,345.0,396.0,314.0,134.0,195.0,109.0,159.0
2021-10-12,437.0,216.0,402.0,290.0,138.0,202.0,68.0,100.0
2021-10-13,276.0,190.0,354.0,291.0,87.0,128.0,60.0,88.0
2021-10-14,444.0,207.0,388.0,282.0,140.0,205.0,65.0,95.0
2021-10-15,308.0,243.0,359.0,261.0,97.0,142.0,77.0,112.0
2021-10-16,245.0,185.0,344.0,243.0,78.0,113.0,59.0,86.0
2021-10-17,188.0,131.0,317.0,209.0,59.0,87.0,41.0,61.0
2021-10-18,227.0,161.0,290.0,187.0,72.0,105.0,51.0,74.0
2021-10-19,152.0,189.0,249.0,184.0,48.0,70.0,60.0,87.0
2021-10-20,324.0,300.0,255.0,196.0,102.0,150.0,95.0,138.0
2021-10-21,300.0,344.0,241.0,211.0,95.0,139.0,109.0,159.0
2021-10-22,278.0,351.0,238.0,222.0,88.0,129.0,111.0,162.0
2021-10-23,557.0,436.0,267.0,251.0,176.0,257.0,138.0,201.0
2021-10-24,518.0,495.0,309.0,304.0,164.0,239.0,157.0,229.0
2021-10-25,368.0,298.0,331.0,332.0,116.0,170.0,94.0,138.0
2021-10-26,262.0,240.0,358.0,343.0,83.0,121.0,76.0,111.0
2021-10-27,342.0,316.0,361.0,346.0,108.0,158.0,100.0,146.0
2021-10-28,352.0,451.0,369.0,359.0,111.0,163.0,143.0,208.0
2021-10-29,466.0,554.0,397.0,384.0,147.0,215.0,175.0,256.0
2021-10-30,266.0,214.0,357.0,347.0,84.0,123.0,68.0,99.0
2021-10-31,265.0,109.0,325.0,279.0,84.0,123.0,35.0,50.0
2021-11-01,289.0,352.0,314.0,286.0,91.0,133.0,111.0,163.0
2021-11-02,205.0,423.0,303.0,310.0,65.0,95.0,134.0,195.0
2021-11-03,157.0,533.0,271.0,334.0,50.0,73.0,168.0,246.0
2021-11-04,422.0,538.0,278.0,342.0,134.0,195.0,170.0,248.0
2021-11-05,466.0,496.0,278.0,337.0,147.0,215.0,157.0,229.0
2021-11-06,362.0,340.0,291.0,360.0,115.0,167.0,108.0,157.0
2021-11-07,448.0,295.0,313.0,415.0,142.0,207.0,93.0,136.0
2021-11-08,496.0,317.0,339.0,409.0,157.0,229.0,100.0,146.0
2021-11-09,374.0,285.0,369.0,386.0,118.0,173.0,90.0,132.0
2021-11-10,571.0,546.0,444.0,388.0,181.0,264.0,173.0,252.0
2021-11-11,565.0,291.0,463.0,355.0,179.0,261.0,92.0,134.0
2021-11-12,418.0,529.0,456.0,358.0,132.0,193.0,167.0,244.0
2021-11-13,576.0,717.0,487.0,399.0,182.0,266.0,226.0,331.0
2021-11-14,1285.0,760.0,566.0,456.0,406.0,594.0,240.0,351.0
2021-11-15,1114.0,845.0,635.0,525.0,352.0,515.0,267.0,390.0
2021-11-16,488.0,430.0,659.0,557.0,154.0,225.0,136.0,199.0
2021-11-17,601.0,801.0,664.0,588.0,190.0,278.0,253.0,370.0
2021-11-18,501.0,877.0,653.0,689.0,158.0,231.0,277.0,405.0
2021-11-19,685.0,363.0,701.0,653.0,216.0,316.0,115.0,168.0
2021-11-20,597.0,540.0,704.0,627.0,189.0,276.0,171.0,249.0
2021-11-21,438.0,684.0,604.0,618.0,138.0,202.0,216.0,316.0
2021-11-22,497.0,443.0,538.0,563.0,157.0,230.0,140.0,205.0
2021-11-23,349.0,747.0,513.0,609.0,110.0,161.0,236.0,345.0
2021-11-24,707.0,910.0,525.0,620.0,223.0,327.0,287.0,420.0
2021-11-25,843.0,927.0,566.0,625.0,266.0,390.0,293.0,428.0
2021-11-26,818.0,382.0,580.0,630.0,258.0,378.0,121.0,176.0
2021-11-27,699.0,967.0,593.0,685.0,221.0,323.0,306.0,447.0
2021-11-28,1203.0,901.0,686.0,712.0,380.0,556.0,285.0,416.0
2021-11-29,1242.0,1066.0,781.0,807.0,393.0,574.0,337.0,493.0
2021-11-30,1453.0,1204.0,958.0,864.0,459.0,671.0,380.0,556.0
2021-12-01,2333.0,1509.0,1136.0,929.0,737.0,1078.0,477.0,697.0
2021-12-02,2219.0,1163.0,1305.0,960.0,701.0,1025.0,367.0,537.0
2021-12-03,1278.0,858.0,1391.0,1077.0,404.0,591.0,271.0,396.0
2021-12-04,3480.0,1223.0,1749.0,1114.0,1100.0,1608.0,387.0,565.0
2021-12-05,1864.0,1905.0,1862.0,1240.0,589.0,861.0,602.0,880.0
2021-12-06,2926.0,1093.0,2104.0,1244.0,925.0,1352.0,345.0,505.0
2021-12-07,1656.0,1112.0,2144.0,1230.0,523.0,765.0,351.0,514.0
2021-12-08,1152.0,1126.0,1938.0,1180.0,364.0,532.0,356.0,520.0
2021-12-10,1566.0,1257.0,1805.0,1237.0,495.0,724.0,397.0,581.0
2021-12-11,1177.0,1363.0,1546.0,1256.0,372.0,544.0,431.0,630.0
2021-12-12,1962.0,1040.0,1557.0,1152.0,620.0,906.0,329.0,481.0
2021-12-13,1148.0,2511.0,1363.0,1298.0,363.0,530.0,793.0,1160.0
2021-12-14,1642.0,765.0,1361.0,1230.0,519.0,759.0,242.0,354.0
2021-12-15,1187.0,1211.0,1367.0,1243.0,375.0,548.0,383.0,559.0
2021-12-16,1932.0,1751.0,1481.0,1328.0,611.0,893.0,553.0,809.0
2021-12-17,1865.0,2466.0,1518.0,1462.0,589.0,862.0,779.0,1139.0
2021-12-18,2273.0,1908.0,1668.0,1534.0,718.0,1050.0,603.0,882.0
2021-12-19,2441.0,2111.0,1721.0,1697.0,771.0,1128.0,667.0,975.0
2021-12-20,3435.0,2373.0,2013.0,1683.0,1085.0,1587.0,750.0,1096.0
2021-12-21,2109.0,2109.0,2086.0,1945.0,666.0,974.0,666.0,974.0
2021-12-22,1837.0,2277.0,2220.0,2129.0,580.0,849.0,720.0,1052.0
2021-12-23,5435.0,4189.0,2574.0,2411.0,1717.0,2511.0,1324.0,1935.0
2021-12-24,5696.0,5383.0,3019.0,2696.0,1800.0,2631.0,1701.0,2487.0
2021-12-25,8791.0,6196.0,3662.0,3190.0,2778.0,4061.0,1958.0,2862.0
2021-12-26,9314.0,4572.0,4435.0,3562.0,2943.0,4303.0,1445.0,2112.0
2021-12-27,13209.0,8980.0,5375.0,4308.0,4174.0,6103.0,2838.0,4149.0
2021-12-28,10754.0,10243.0,6784.0,5399.0,3398.0,4968.0,3237.0,4732.0
2021-12-29,6713.0,6873.0,8164.0,6322.0,2121.0,3101.0,2172.0,3176.0
